GEOID,GEOID2,NAME. County_Covariate_Data3,Median_age,Total_population. County_Covariate_Data3,Renters_occupied_percentage,Bachelors_percentage,Highschool_graduate_percentage,Below_highschool_percentage,White_alone_percentage,Black_or_African_American_percentage,Hispanic_or_Latino_percentage,American_Indian_and_Alaska_Native_percentage,Asian_percentage,Native_Hawaiian_and_other_Pacific_Island_percentage,Some_other_race_alone_percentage,Two_or_more_races_percentage,White_alone_not_hispanic_or_latino_percentage,Male_female_ratio,NAME. State_Population2,Total_population. State_Population2
46,111,"Sanborn County, South Dakota",40.6,2372,28.644501278772378,9.359190556492411,28.752107925801013,4.974704890387859,95.32040472175379,0,4.3001686340640815,1.0539629005059024,0.42158516020236086,0,2.0657672849915683,1.1382799325463744,4.3001686340640815,1.020442930153322,South Dakota,879336
46,115,"Spink County, South Dakota",44.2,6438,22.957264957264957,14.569742155949053,23.85834109972041,5.483069276172724,94.87418452935694,0.15532774153463808,3.324013668841255,1.5843429636533086,0,0,0.9474992233612924,2.438645542093818,3.324013668841255,1.0379867046533713,South Dakota,879336
46,117,"Stanley County, South Dakota",47.3,3058,15.907545887151597,11.8378024852845,26.68410725964683,3.5971223021582732,91.62851536952257,0,4.839764551994768,4.054937867887508,0,1.6677567037279268,0,2.648790058862001,4.839764551994768,1.2175489485134154,South Dakota,879336
46,119,"Sully County, South Dakota",48.6,1278,12.744331508991399,13.928012519561817,27.62128325508607,3.1298904538341157,93.11424100156495,0,1.1737089201877933,2.5821596244131455,0,0,0,4.303599374021909,1.1737089201877933,1.21875,South Dakota,879336
46,121,"Todd County, South Dakota",23.6,10308,126.93391115926327,4.016298020954599,16.6569654637175,9.759410166860691,9.351959642995732,0.038804811796662786,3.880481179666279,87.31082654249127,2.5999223903764066,0,0.6402793946449359,0.05820721769499418,3.880481179666279,0.9735784032165422,South Dakota,879336
46,123,"Tripp County, South Dakota",45.2,5448,32.580939352485174,10.976505139500734,28.94640234948605,7.5807635829662265,81.05726872246696,0,1.486784140969163,10.425844346549193,0.8994126284875184,0,0,7.617474302496328,1.486784140969163,0.9846994535519126,South Dakota,879336
46,125,"Turner County, South Dakota",41.7,8325,18.152579441657018,13.753753753753752,22.246246246246244,5.021021021021021,96.03603603603604,0.5165165165165164,2.4384384384384385,0.7327327327327328,0.2882882882882883,0,0.16816816816816818,2.2582582582582584,2.4384384384384385,0.9968817462221156,South Dakota,879336
46,127,"Union County, South Dakota",40.2,15659,30.56967703349282,12.995721310428507,19.95018839006322,4.285075675330481,92.98167188198481,0.7918768759180024,3.4804265917363817,0.9834599910594547,1.5837537518360048,0,0.6577686953189859,3.001468803882751,3.4804265917363817,1.0286306516388133,South Dakota,879336
46,129,"Walworth County, South Dakota",42.5,5431,31.779257849666987,10.44006628613515,28.42938685324986,7.678143988215798,80.00368256306389,3.811452771128706,2.283189099613331,11.636899281900202,0.3130178604308599,0,0.5707972749033328,3.664150248573007,2.283189099613331,0.9521926671459382,South Dakota,879336
46,135,"Yankton County, South Dakota",42,22746,26.933259790402648,10.511738327618042,22.491866701837683,6.6737008704827225,90.95665171898357,1.5299393299920865,4.98988833201442,3.2621120196957705,0.14947683109118087,0,0.5187725314340983,3.5830475688033063,4.98988833201442,1.0670665212649946,South Dakota,879336
